number,total_calls,avg_duration,night_calls,unique_contacts,imei_changes,scam_keyword_flag,short_call_ratio,fraud_prob,fraud_label
9957937451,25,3.425465222788354,10,146,2,0,0.9619226772633522,0.1184918052648087,0
9913891745,236,3.1469691643526914,15,190,3,0,1.4233210264512037,0.26671822653524546,0
9723415497,38,4.23775745562454,32,119,3,0,0.2315171838720991,0.13156230593049076,0
9722028733,160,1.7525939016122711,59,105,5,0,0.3304494796775047,0.36153947740861997,1
9858744035,254,5.322996334033302,58,126,5,0,1.1717343858796496,0.4319655036304917,1
9520477197,279,7.078183348922234,73,172,0,1,0.5716959803430798,0.41631531745410283,1
9838194223,88,6.486762906018439,50,69,3,1,1.4378002497553257,0.6081615417650845,1
9428740110,298,8.135672001907311,14,137,0,1,0.9741082592412128,0.34173159375272444,0
9480072391,162,4.794078735877271,79,162,3,1,0.776480449321836,0.587598709088093,1
9402554573,286,5.431371438227418,42,121,0,1,0.5727289171264459,0.3938176794631112,1
9941739990,288,8.198818438160341,26,177,3,1,0.43477463153872065,0.41258713452672247,1
9189482491,66,4.563161122782766,55,105,2,0,1.0100291232918228,0.24329556132162555,0
9294249720,195,7.165193824046171,59,190,5,1,0.9288405471644869,0.6152285397711845,1
9423541287,102,4.6287225028209225,69,43,2,0,0.6010779492583294,0.26553468387714846,0
9506019796,285,4.468493847859845,46,144,0,1,1.3848874448808337,0.5000645672113819,1
9695614415,167,7.721953433027023,7,166,2,1,1.1665254534070115,0.39260294654585043,1
9191693393,284,2.1609506969290058,62,113,0,1,0.4640943276183449,0.46849324428438666,1
9270476398,190,3.716566733444949,6,18,5,1,1.4207123613711636,0.6810533492298669,2
9438175028,86,2.629636629095567,1,170,0,1,1.1577547280532812,0.3275582611505803,0
9472593431,160,3.911544458192173,16,148,5,1,1.35594969812448,0.6204420969432983,1
9558502041,247,2.6885608124772284,3,110,1,1,0.2907079504162716,0.3442388909668926,0
9232862715,298,6.004353495323219,25,193,2,1,0.1461954657215484,0.35270788060937386,1
9559708603,240,8.08262262486953,77,191,1,0,0.7900855719934025,0.18356879714077393,0
9283378299,27,7.972824081570067,71,79,5,1,0.7274140165992165,0.6190657930130653,1
9211665644,82,3.962759163213528,68,83,5,1,1.3177255364144633,0.74394062107784,2
9705264936,198,9.893223855995487,4,116,1,1,0.3410036079941865,0.2500017466873566,0
9298743196,26,6.141616464705107,4,71,5,0,0.13301510475757877,0.1426957483277815,0
9324184334,28,4.2943028668938,68,143,3,0,0.8409469161677132,0.27034866220406667,0
9809816108,228,8.437623152793542,2,15,0,0,0.34859255035251113,0.0,0
9420192576,129,7.433803120105088,37,20,4,0,0.16931257911897266,0.2147618720530157,0
9167157848,110,7.618115699828992,0,170,1,0,0.1310890375672207,0.0,0
9844753672,43,2.36332382247178,7,162,3,0,0.29940711774540607,0.08578563492645402,0
9195540567,93,4.949080920001274,12,173,2,1,0.6261992180976304,0.34905493513170033,0
9722261376,205,8.687367242833727,69,5,4,1,1.3375556596002793,0.7196749389046956,2
9953477355,211,5.288361072473194,49,128,5,1,1.1648044549620296,0.6788328683924318,2
9286780295,20,6.992801062499979,7,42,0,1,0.8422355323859263,0.2972379844696448,0
9123717335,227,6.085370463825513,29,118,3,0,0.7024826715289656,0.21005680835090307,0
9160472382,262,8.50238948332463,39,102,4,0,0.7381187069304255,0.26916223769842224,0
9381154698,231,3.203327977735225,78,64,0,1,1.338502180323652,0.6072803259060156,1
9954021618,89,5.967015139920466,73,23,0,1,1.1144835832076723,0.5186171816392086,1
9988445520,16,1.6707293460931378,32,128,4,0,0.3408175203063837,0.20911601695031506,0
9272552610,281,7.0570023786449445,72,191,3,0,1.4156246426574655,0.35862426190848984,1
9191355424,236,7.4536944643507645,51,104,5,0,1.182081075350639,0.39808872880320084,1
9555094650,25,0.9069545512954849,32,72,4,1,0.14781850413259034,0.5055214325470317,1
9418019332,21,6.920014154465858,72,142,1,0,0.8031598392795553,0.15393901085995632,0
9857206505,250,4.43955646457497,77,21,0,0,1.0138945140342073,0.2978093307758719,0
9565856742,30,1.6789203230419822,36,84,2,1,0.18538460444220814,0.4170991086565613,1
9748870905,187,4.489121703135442,69,89,5,1,0.5942842462603671,0.6780613157802854,2
9597653800,237,2.345212832108026,68,96,4,1,1.0076234464161413,0.7169722595846406,2
9808496411,282,4.447815555171507,3,33,4,1,1.2425227440730333,0.6171789426267061,1
9585775494,297,4.151220765606013,59,138,0,0,1.4679930538981962,0.2692945172805114,0
9529662408,143,7.514720550892546,79,198,0,0,0.270282634107712,0.0591406028155482,0
9629561415,292,7.855047802580408,73,123,4,1,0.985363345472783,0.6605996944924357,2
9956634123,162,6.266772216653194,30,126,2,0,1.3499055580580552,0.22248740036712833,0
9447454369,75,0.7155250007332516,13,115,0,0,1.1036850034732684,0.11560590040799318,0
9509783328,146,9.344711651174443,76,195,0,1,0.9853594811756542,0.3985399312603185,1
9372981039,101,7.019216160916253,59,163,1,1,0.40019076501376394,0.36597563120399007,1
9618910454,268,0.824856774251294,67,157,3,0,1.2414162544361131,0.4147883359079847,1
9361917078,112,8.278912542534119,25,91,1,1,0.887487936364548,0.3717682685200031,1
9825167677,64,2.4025284698209632,23,153,2,1,0.2559827220266067,0.362204251672008,1
9422909911,266,6.002601300925514,55,20,3,0,1.4098424384238435,0.41383321033308845,1
9812631076,110,4.9330265145267775,8,136,4,1,1.483747032229225,0.554186659026519,1
9492121003,207,4.488468432373228,34,111,2,0,0.8527414491835839,0.21266735271355136,0
9690804839,235,8.952280341181776,78,178,2,1,1.1870707317018787,0.552187790376711,1
9206179285,246,4.654932269844839,23,12,1,0,0.9166377882726076,0.20948734735457483,0
9689324250,35,1.215769116944932,30,138,3,1,0.6910880412764022,0.48817466888316247,1
9363038498,130,9.493067908542049,65,129,2,1,0.6727512472043006,0.4512300014286782,1
9670916578,191,9.245084696776463,65,132,3,0,1.4500400184652298,0.32624711918784344,0
9613653348,208,7.002110551025188,40,57,5,0,0.6163010950053877,0.326897471455011,0
9524831618,264,4.944979017254237,35,123,4,1,0.786635862002679,0.5787065552332707,1
9146321408,131,1.3821649929634519,33,196,3,0,0.44788710021160405,0.18034380544316433,0
9363183577,40,8.012107126486024,38,95,1,0,0.4545948762233013,0.051072766295630526,0
9190053374,294,1.217040187028275,22,183,1,1,0.5987179335798061,0.4176416697852374,1
9126063245,115,1.1517093565038836,79,67,2,1,1.3946886907604694,0.6964587972798764,2
9273660954,233,5.605146503173997,43,138,3,0,0.6551532742484123,0.23323996820505483,0
9197636744,282,2.021218281754082,69,194,1,1,0.8732053122488238,0.53798001808881,1
9862532878,241,0.5734375397333153,57,111,0,1,0.8640548532269097,0.5138219985770961,1
9576272473,265,4.519577594459969,58,165,1,1,0.9164117607214686,0.49840114681972325,1
9209174313,33,1.8035637002956264,25,6,4,0,1.2480608071750445,0.36617453245745785,1
9913194107,118,2.0248964451665667,21,173,0,0,1.3616819710384713,0.1313197458492844,0
9563390156,200,1.2306510679856792,39,20,3,1,0.3922456143197228,0.575384994235872,1
9966377394,34,2.4483906603742946,10,106,5,0,1.304626194764122,0.32574112211386974,0
9234987326,196,7.297099707856699,8,123,2,1,0.8667899782304227,0.393216267560037,1
9726049887,297,8.184809418569017,11,63,0,0,1.3942573410341674,0.14154316790127186,0
9685878246,125,4.799069618278356,25,13,1,1,1.382619204960976,0.5154088025093103,1
9376406835,46,5.312261250873468,37,121,2,0,0.6452066074961259,0.13669432455572017,0
9371766524,291,0.8102228286449247,2,14,5,0,1.0126274370533732,0.40689261850266567,1
9136810847,146,1.1585044830275102,14,98,5,0,1.3199756626148125,0.3859283590507807,1
9939735171,236,2.9468933936704107,46,11,2,1,0.6385924222162082,0.5702017032752335,1
9776742877,191,5.667034996774902,4,97,2,0,0.16135552155762484,0.050791575958949495,0
9698424036,95,7.525735912982433,53,198,2,1,0.6037309846303275,0.3957222205331834,1
9548469222,62,6.247529082711314,23,152,3,1,0.6115658276500787,0.402700883658807,1
9788839404,244,4.225214622374489,10,127,3,0,1.2294438411946464,0.25289735214153036,0
9271116174,276,1.6240786935298128,32,67,3,1,0.5334728719154819,0.5686278003075002,1
9123841962,296,7.917345731428299,73,8,1,0,1.3515771755396413,0.3503644456209507,1
9972141340,109,3.955967490191042,56,32,3,0,0.8680981531255315,0.32776683515943794,0
9928299788,96,7.492513137586501,51,76,2,1,0.9206158564302509,0.49091374512059194,1
9430626207,24,5.373298998186248,63,167,0,1,1.2298105671130157,0.42774768007532693,1
9524623942,110,7.51728950883734,42,134,0,1,0.2884053228800156,0.2812344979728872,0
9270731194,174,9.119250833799432,43,173,5,1,0.12511826972935608,0.46223318236192956,1
9936594930,38,9.249780402511119,35,160,0,1,0.1792605456839486,0.1993972339852737,0
9792440149,123,5.583514410005733,11,79,0,0,0.14292894793833397,0.0,0
9660355099,116,5.359329465273568,55,77,0,1,1.0798528318987675,0.4614537195779027,1
9871795521,139,3.0239454222769537,2,106,5,1,0.4429595218517788,0.5054344642215567,1
9634096553,93,9.390098399528268,49,133,4,1,1.3003909519317933,0.567915733437476,1
9349625132,280,4.850232088396399,28,159,0,1,1.3360250241081066,0.44028688449888265,1
9295995197,253,1.7121167732300828,76,71,0,0,0.5985217623685455,0.2542438768721312,0
9672964792,223,4.610696688952224,15,171,0,1,0.37275549881613534,0.27711896625717625,0
9553094388,175,1.7070058772610377,39,172,5,1,0.7983367646713172,0.6237330079000923,1
9621669253,288,5.274051000442213,26,32,1,1,1.2421317181178617,0.5290671941688369,1
9987059227,68,5.832117391134016,69,96,4,1,1.0588487632775179,0.6384597762330273,1
9330519835,99,3.7086797341890607,41,156,0,0,0.1360391589405979,0.012470542262602996,0
9901312299,203,1.1806808351991043,56,86,5,1,0.11001077391800129,0.6361664561811042,1
9815154771,132,9.463283588515772,9,55,5,0,0.25932493938349155,0.16550958966382975,0
9712286237,145,7.846854578092581,37,60,3,1,0.5714833285268796,0.47833241115278125,1
9672434365,148,8.469370264798648,7,77,1,0,0.8516350942136104,0.06128043479471615,0
9268973642,238,3.9852497457191793,17,30,5,0,1.2446189207401708,0.40824794020685695,1
9419309439,283,7.72789478518478,16,92,5,0,0.2999098668166559,0.22872111326244807,0
9346703609,59,5.1110425041073455,57,56,4,1,0.3134706233855479,0.5482672980903109,1
9624363766,127,2.4102931398574365,65,129,3,1,1.3090825539289976,0.6557830554598572,2
9727457371,211,1.6820220806185262,43,10,3,0,1.3936348941052348,0.42706858899187256,1
9556545752,200,3.7779832585595403,73,191,1,0,0.8718051630179132,0.22536415379276845,0
9392072678,190,1.806745059013827,8,121,5,0,1.1988496443437062,0.3503476832797454,1
9773573053,87,9.983555273938652,47,16,3,0,0.5797395650897281,0.20271608452350356,0
9572669408,84,0.9672954072042095,38,67,2,0,1.424773633480445,0.3217652911312029,0
9195057280,290,4.6908641940062275,5,40,1,1,1.3668326327843314,0.5003128789393785,1
9734324250,30,4.794888462708649,29,13,1,1,1.2894469237860513,0.4879449693018224,1
9860672189,180,3.3560033215259177,73,78,2,0,0.11817422483140588,0.23515886712145764,0
9102235000,24,5.927839874215981,17,71,1,1,0.8326173180834997,0.36192999967942824,1
9392121203,220,1.9247817294396745,42,33,3,1,0.13732652313925958,0.5420484686901018,1
9540529868,57,7.94716761557872,32,75,3,1,1.0484237753812793,0.4921448416588089,1
9575584232,95,3.658253323352564,52,94,3,1,0.35682108241084043,0.5062528233424033,1
9335283714,158,6.117754603087096,55,12,2,1,0.9952719453487283,0.5739029115381357,1
9129859174,197,7.2985727426361136,18,47,3,0,0.237142031900423,0.14240750424975077,0
9807191493,160,8.945900118056532,68,39,2,1,1.1592626094559693,0.5759273783847046,1
9146159303,150,8.4399806462959,25,114,2,1,1.1170271856673186,0.4400134945245275,1
9246412954,78,6.278935766983816,28,26,2,1,0.10645383688753679,0.3762272312226987,1
9819024776,269,4.189735213646926,23,70,1,1,1.2088744374234501,0.5072714432603842,1
9926506464,18,5.280444365712158,5,106,4,1,0.32930225398112456,0.39520093808918916,1
9614817842,130,7.802980537098624,53,153,5,1,0.25300619222014975,0.5141416432879012,1
9183375337,110,8.836682654314993,38,98,2,1,0.8003460885857593,0.4238346721118445,1
9476304299,158,1.4859283176783826,3,99,3,1,0.926127706142646,0.5046875182583104,1
9928540878,155,4.156134493684008,57,173,2,1,0.2443481330512019,0.43053149537526947,1
9822804538,252,7.8731076849282555,47,45,5,0,0.5266480028598092,0.339170468124038,0
9414404213,250,4.60069174464263,59,181,0,0,0.6709128631716217,0.1342179093115497,0
9180705119,52,3.6561637586296967,25,8,1,1,1.4210624254804864,0.5167701926207687,1
9349546199,104,4.407565619821061,78,102,3,1,0.4518511609462863,0.565564685209035,1
9971959784,235,6.227025094470332,76,197,1,0,0.4646832638165217,0.16020435719100526,0
9760721331,15,9.998148869271114,39,14,1,1,1.0231533180266303,0.4115506117319423,1
9588035440,223,5.183428076493052,76,98,0,0,1.118013489891166,0.25342714853569,0
9378710077,215,2.480697512065475,55,71,2,0,0.11515102120163044,0.2176330857327433,0
9116816569,76,2.0470424651514003,38,142,3,0,0.2876431938021532,0.17671934034110826,0
9107654909,109,0.9023226010259358,38,77,4,0,0.6007674504698702,0.31333088951073995,0
9943120422,21,5.808763731724054,47,149,1,1,0.9848154108790882,0.409322684524802,1
9318520688,246,5.673434869143925,24,199,5,0,0.28776661984538865,0.20655077595171958,0
9736028516,267,2.449722304412937,33,57,4,1,0.5997287616167857,0.6155207837410592,1
9249638768,144,7.105629361299386,20,167,4,1,0.2122836591331274,0.3961064867603828,1
9258428240,231,7.540516895481967,24,8,2,1,0.8995593667570614,0.49706092126506385,1
9172073914,165,2.961432951130057,21,72,4,0,0.6969114621052301,0.2793421800390669,0
9570575216,151,3.768947758282497,22,117,3,0,1.2033137195467496,0.26243693991288664,0
9111506305,167,9.909480887298939,24,100,2,0,0.9034438172344382,0.12603282075387867,0
9791648731,271,4.055512444581975,77,106,5,1,1.0227505953939002,0.766580588778951,2
9321099573,292,7.727615881682967,77,143,4,1,1.039621635350646,0.6676398723285486,2
9241951830,238,4.80089155298443,25,48,2,0,0.9254520285288456,0.237160211454315,0
9223035620,289,8.03677586467927,29,123,3,1,0.12252885958367106,0.411078819440556,1
9508327903,299,7.805720768435155,37,192,1,0,1.2648829937141102,0.1691006433578047,0
9779746784,177,6.843682239386088,33,194,0,0,1.383379414944605,0.10833134292071953,0
9677034624,56,8.620394289808003,76,114,2,1,0.8479363672758442,0.4952409659287386,1
9876124029,212,9.422575701338008,72,164,5,1,0.2570216142702243,0.5543050186297042,1
9722318721,223,6.009841544294797,14,50,0,0,1.0165821629781429,0.11583842769250627,0
9232863028,255,2.755954618616084,43,27,1,0,0.609222398243386,0.23528523236581328,0
9949472217,33,4.286975135618713,9,110,5,1,0.20259210445478007,0.4469173509071492,1
9327174085,283,7.703904278376286,36,169,3,1,1.2958899171496094,0.5470266053841044,1
9498129398,53,6.683393108676761,6,130,5,1,1.0963986960669452,0.5140004595572456,1
9839316547,165,2.1890842163698627,31,94,1,1,1.2267551073848733,0.5116916022897464,1
9447262390,208,0.9867756408910346,10,102,0,0,1.2145773846773638,0.16087464513725785,0
9149905866,171,6.988135138649616,47,79,3,0,0.6007496665294305,0.23208233831973626,0
9613911991,243,2.885250728278781,67,118,5,0,0.7750982145205637,0.43493877700312233,1
9328233509,172,5.246867315426008,47,190,4,0,0.42711623232007034,0.220908206759963,0
9605874711,125,7.594094338869645,44,124,4,0,1.1568551501425082,0.29402681928399854,0
9668249203,102,5.845334416235165,32,89,2,0,0.8335464297208404,0.17258155857167887,0
9673505733,51,1.2913745395620657,3,47,4,0,1.0100077914514982,0.278554440499435,0
9739196117,293,2.2630122494437765,46,92,5,0,0.5992712188678398,0.40038973260414884,1
9253651082,219,2.5836177482937317,52,147,0,1,1.050855543120019,0.4769992521948775,1
9385322750,215,2.9497104096260265,30,199,4,1,1.0396865768882724,0.5706991976444138,1
9487791599,229,5.871332223529791,30,134,2,0,1.1782220565371924,0.22049732676877226,0
9307640719,289,5.287674908341238,26,137,3,1,0.3176124890614678,0.45372806645394803,1
9466371424,145,2.4300203644599847,47,185,4,0,0.9731357265257983,0.3155327094762426,0
9747326920,115,1.1417710128290273,35,177,2,0,1.3312668960316254,0.2549674420365134,0
9403998075,127,2.1286059425098216,48,108,4,1,0.2318257110516223,0.5461424806827435,1
9135213498,246,9.851622469876732,30,97,4,0,1.445045339125147,0.3157859710564969,0
9901090885,109,4.951196023018986,43,45,5,1,0.3908963730722492,0.5908098791591088,1
9941009615,270,8.739782294670068,58,195,0,0,1.4111648907195935,0.1694623993503104,0
9275127900,295,8.563148433354012,22,36,2,0,1.3152278772892076,0.25323623074112345,0
9565397506,112,5.3594357958973005,67,110,2,1,1.178263390672358,0.5706950439965821,1
9490382227,72,7.213533230375163,41,6,1,1,0.39320786660058504,0.39307254522756824,1
9426241019,184,2.331144098920767,41,14,1,0,0.40301320200306423,0.19870452171998515,0
9862633146,291,7.039768696805629,12,175,2,1,0.46302680048728506,0.3561859916968066,1
9171244178,235,3.0876535030012504,0,123,5,1,1.2346390052466505,0.6122715052602498,1
9151939266,16,8.404589919164433,75,175,0,1,0.3627649994318689,0.30819338756851766,0
9355555070,136,1.2953792645346442,52,105,4,1,0.9131770872988481,0.6508033659681127,2
9523767187,101,7.844817392410136,39,114,3,1,1.1885406612068965,0.5181704039692394,1
9723512415,199,1.4494006124018854,45,71,5,0,0.7448821044073369,0.41080971184672443,1
9513075142,62,8.871297750495936,21,27,4,0,1.2770444948647328,0.27307309971115,0
9848898099,251,3.3899429222825352,51,102,3,1,0.8869441976322769,0.6084373219818161,1
9918291176,141,6.71673696589046,27,101,0,1,0.933175546089717,0.35923022194008053,1
9920071328,121,5.1312716468926585,52,192,1,0,1.047496632956238,0.16139100285870336,0
9733816999,16,3.9798798799922204,62,10,2,1,1.2843706554902017,0.6131325867655842,1
9687273855,239,6.631697415243217,16,17,0,1,0.10648759288569815,0.30443147549669847,0
9176241446,165,9.50146831523676,63,25,3,1,0.6495773904945292,0.5491816670765025,1
9901999185,206,0.8920626000589076,5,62,5,0,1.4481881234032405,0.4182611569410153,1
9476712039,232,9.22910213088949,13,124,2,0,0.23814047099063054,0.034944297614868475,0
9690647936,259,6.286275722699629,16,160,3,0,0.42682792057242935,0.1328507084629626,0
9854583306,92,8.169485857305997,37,124,4,1,0.8993035100966635,0.511665924257261,1
9491127003,249,4.146812057625636,68,140,4,1,1.3010316418887558,0.7117620523351431,2
9587365080,272,4.982508260957331,12,81,5,0,0.2360846657729419,0.24757339409459836,0
9997955761,198,8.754082142111058,52,102,4,1,0.1056425685922186,0.4824281225257336,1
9850303382,299,4.441055713193319,8,62,2,1,1.0618305885890447,0.5088603354056989,1
9278017694,67,5.579265884116308,43,172,1,1,0.9362228674471589,0.39801222015093,1
9646918365,18,0.6918517693011625,25,90,1,0,0.4794847054296154,0.10928594341993988,0
9940887593,124,2.0066810554614016,76,5,3,1,1.4406608846550562,0.7623658001597365,2
9134109026,219,6.596021825760598,18,81,1,0,0.8828098605073846,0.129184921351759,0
9787126267,50,7.311280560106833,47,197,1,1,1.0287786520938231,0.3803014048633101,1
9851425679,182,6.0347088994527445,79,14,3,1,0.6302950738264439,0.6345022353990737,1
9388717145,243,1.8614453446183015,29,192,3,1,1.3902234862932394,0.5905394742197692,1
9337085688,290,4.731351571489431,31,73,3,0,0.4865072884518261,0.24418798908967934,0
9171450611,87,3.873400280450303,77,152,2,1,1.148302539327763,0.579765501353928,1
9227348283,117,5.208782768333339,78,66,3,1,0.2633324879921277,0.5547945053390553,1
9146510960,290,8.768125828263896,75,17,2,0,0.8529011477749721,0.3227139611271632,0
9499873327,48,7.870683667257193,74,190,2,1,0.908905389813364,0.46692044277051736,1
9732286859,128,1.29790026319701,68,169,2,1,0.36369499013341433,0.498701928990979,1
9350368452,36,8.957937378858361,10,14,3,1,0.5532874401862045,0.39599924427604427,1
9746040612,113,4.981787935923324,25,7,1,0,0.35017607570275755,0.10912300718658438,0
